item,visualizacion_,tipo_alerta_,estado,fecha_evento,fecha_actualizacion,ubigeo,afectacion,evento,latitud,longitud,_sort_,_fecha_actualizacion_,cant_vehiculos_detenidos_pasajeros,cant_vehiculos_detenidos_mercancias,fuente,motivo,codigo_via,nombre_carretera,alerta_activa_24_horas,style
323,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,06/01/2023,07/02/2023  10:30 HORAS,PUNO/HUANCANE/HUANCANE,KM 59,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.14647022,-69.82126794,-15.14647022+-69.82126794,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-34H,VIA JULIACA - PUTINA - SANDIA - AZATA,SI,interrumpido
332,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/LAMPA/PUCARA,KM 1263,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.14941777,-70.36151975,-15.14941777+-70.36151975,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
330,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/LAMPA/NICASIO,KM 1280,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.27624595,-70.29066775,-15.27624595+-70.29066775,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
328,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/LAMPA/CALAPUJA,KM 1 AL KM 30,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.29967497,-70.22795135,-15.29967497+-70.22795135,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-34B,VIA CALAPUJA - MACUSANI - LECHEMAYO,SI,interrumpido
339,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,05/01/2023,07/02/2023  10:30 HORAS,PUNO/MOHO/MOHO,KM 21,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.29967824,-69.61506647,-15.29967824+-69.61506647,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-34I,VIA HUANCANE - NINANTAYA,SI,interrumpido
329,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,05/01/2023,07/02/2023  10:30 HORAS,PUNO/LAMPA/CALAPUJA,KM 1294,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.33267057,-70.18806539,-15.33267057+-70.18806539,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
356,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/SAN ROMAN/JULIACA,KM 1320,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.53621928,-70.11438793,-15.53621928+-70.11438793,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
354,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/SAN ROMAN/CABANILLAS,KM 271,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.6365343,-70.3441306,-15.6365343+-70.3441306,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-34A,CARRETERA REPARTICION AREQUIPA - SANTA LUCIA - JULIACA,SI,interrumpido
333,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/LAMPA/SANTA LUCIA,KM 233,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.6883907,-70.6383187,-15.6883907+-70.6383187,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-34A,CARRETERA REPARTICION AREQUIPA - SANTA LUCIA - JULIACA,SI,interrumpido
343,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/PUNO/PAUCARCOLLA,KM 1338,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.69170864,-70.06944614,-15.69170864+-70.06944614,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
344,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,17/01/2023,07/02/2023  10:30 HORAS,PUNO/PUNO/PAUCARCOLLA,KM 1344,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.74459768,-70.05470563,-15.74459768+-70.05470563,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
350,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,05/01/2023,07/02/2023  10:30 HORAS,PUNO/PUNO/PUNO,KM 1362,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.85690691,-70.00717242,-15.85690691+-70.00717242,2023  10:30 HORAS+02+07+,0,2,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
351,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,05/01/2023,07/02/2023  10:30 HORAS,PUNO/PUNO/PUNO,KM 1372,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.8744905,-69.92925653,-15.8744905+-69.92925653,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
352,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/PUNO/PUNO,KM 3,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.8750722,-70.0086931,-15.8750722+-70.0086931,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-36B,VIA HUMAJALSO - LORIPONGO - PUNO,SI,interrumpido
347,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,05/01/2023,07/02/2023  10:30 HORAS,PUNO/PUNO/CHUCUITO,KM 1380,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.91207059,-69.88362972,-15.91207059+-69.88362972,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
348,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,05/01/2023,07/02/2023  10:30 HORAS,PUNO/PUNO/PLATERIA,KM 1387,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.94472157,-69.83547234,-15.94472157+-69.83547234,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
340,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,07/02/2023  10:30 HORAS,PUNO/PUNO/ACORA,KM 1391,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-15.966908,-69.80741598,-15.966908+-69.80741598,2023  10:30 HORAS+02+07+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
