item,visualizacion_,tipo_alerta_,estado,fecha_evento,fecha_actualizacion,ubigeo,afectacion,evento,latitud,longitud,_sort_,_fecha_actualizacion_,cant_vehiculos_detenidos_pasajeros,cant_vehiculos_detenidos_mercancias,fuente,motivo,codigo_via,nombre_carretera,alerta_activa_24_horas,style
51,SI,VIGENTE,TRÁNSITO RESTRINGIDO,07/02/2023,08/02/2023  15:30 HORAS,APURIMAC/AYMARAES/COTARUSE,KM 309,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-14.500474,-73.25867,-14.500474+-73.25867,2023  15:30 HORAS+02+08+,0,0,COMISARIA PNP COTARUSE,HUMANO,PE-30A,CARRETERA NASCA - PUQUIO - ABANCAY,SI,restringido
282,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,06/01/2023,08/02/2023  15:30 HORAS,MADRE DE DIOS/TAMBOPATA/LAS PIEDRAS,KM 512+800,(PUENTE MAVILA) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-11.931417,-69.117462,-11.931417+-69.117462,2023  15:30 HORAS+02+08+,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
274,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,20/01/2023,08/02/2023  15:30 HORAS,MADRE DE DIOS/TAMBOPATA/LABERINTO,KM 382+200,(SECTOR LABERINTO) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.762807,-69.568415,-12.762807+-69.568415,2023  15:30 HORAS+02+08+,0,4,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
270,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,08/02/2023  15:30 HORAS,MADRE DE DIOS/TAMBOPATA/INAMBARI,KM 289+800,(SECTOR SANTA ROSA) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.926263,-70.296383,-12.926263+-70.296383,2023  15:30 HORAS+02+08+,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
268,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,31/01/2023,08/02/2023  15:30 HORAS,MADRE DE DIOS/TAMBOPATA/INAMBARI,KM 259+500,(PUENTE AGUAS FRIAS) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.110937688782,-70.368428940463,-13.110937688782+-70.368428940463,2023  15:30 HORAS+02+08+,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
303,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,20/01/2023,08/02/2023  15:30 HORAS,PUNO/CARABAYA/AYAPATA,KM 248+500,(PUENTE LOROMAYO) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.172943,-70.381946,-13.172943+-70.381946,2023  15:30 HORAS+02+08+,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
305,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,17/01/2023,08/02/2023  15:30 HORAS,PUNO/CARABAYA/AYAPATA,KM 352+800,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.181234,-70.382396,-13.181234+-70.382396,2023  15:30 HORAS+02+08+,0,0,DESPRCAR PNP JULIACA (SAN GABAN)/CEOPOL,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
58,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,07/02/2023,08/02/2023  15:30 HORAS,APURIMAC/CHINCHERO/LOS CHANKAS,KM 516,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.46713466,-73.82840306,-13.46713466+-73.82840306,2023  15:30 HORAS+02+08+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
59,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,10/01/2023,08/02/2023  15:30 HORAS,APURIMAC/CHINCHEROS/CHINCHEROS,KM 543,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.51668418,-73.7268014,-13.51668418+-73.7268014,2023  15:30 HORAS+02+08+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
34,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,31/01/2023,08/02/2023  15:30 HORAS,APURIMAC/ANDAHUAYLAS/ANDAHUAYLAS,KM 631,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.653525,-73.461364,-13.653525+-73.461364,2023  15:30 HORAS+02+08+,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
