item,visualizacion_,tipo_alerta_,estado,fecha_evento,fecha_actualizacion,ubigeo,afectacion,evento,latitud,longitud,_sort_,_fecha_actualizacion_,cant_vehiculos_detenidos_pasajeros,cant_vehiculos_detenidos_mercancias,fuente,motivo,codigo_via,nombre_carretera,alerta_activa_24_horas,style
213,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,10/01/2023,20/01/2023 18:00 HORAS,MADRE DE DIOS/TAHUAMANU/IBERIA,KM 597,(SECTOR IBERIA) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-11.4068843,-69.4784365,-11.4068843+-69.4784365,2023 18:00 HORAS+01+20+18:00,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
224,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,06/01/2023,20/01/2023 18:00 HORAS,MADRE DE DIOS/TAMBOPATA/LAS PIEDRAS,KM 511+800,(PUENTE MAVILA) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-11.931332,-69.11748,-11.931332+-69.11748,2023 18:00 HORAS+01+20+18:00,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
226,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,08/01/2023,20/01/2023 18:00 HORAS,MADRE DE DIOS/TAMBOPATA/TAMBOPATA,KM 402,(SAN BERNARDO) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.6898325,-69.4042951,-12.6898325+-69.4042951,2023 18:00 HORAS+01+20+18:00,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
161,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,18/01/2023,20/01/2023 18:00 HORAS,HUANCAVELICA/HUANCAVELICA/HUANCAVELICA,KM 219,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.774253,-75.010555,-12.774253+-75.010555,2023 18:00 HORAS+01+20+18:00,0,0,UD. HUANCAVELICA,HUMANO,PE-26,LACHOJ - HUANCAVELICA SECTOR,SI,interrumpido
162,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,18/01/2023,20/01/2023 18:00 HORAS,HUANCAVELICA/HUANCAVELICA/YAULI,KM 230,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.777176,-74.931816,-12.777176+-74.931816,2023 18:00 HORAS+01+20+18:00,0,0,UD. HUANCAVELICA,HUMANO,PE-26,LACHOJ - HUANCAVELICA SECTOR,SI,interrumpido
160,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,18/01/2023,20/01/2023 18:00 HORAS,HUANCAVELICA/HUANCAVELICA/HUANCAVELICA,KM 10,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.809131100171,-74.92521385993,-12.809131100171+-74.92521385993,2023 18:00 HORAS+01+20+18:00,0,0,UD. HUANCAVELICA,HUMANO,PE-26B,CARRETERA HUANCAVELICA - LIRCAY - AYACUCHO,SI,interrumpido
144,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,07/01/2023,20/01/2023 18:00 HORAS,CUSCO/LA CONVENCION/SANTA ANA,KM 230,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.880884243624,-72.690784623809,-12.880884243624+-72.690784623809,2023 18:00 HORAS+01+20+18:00,0,1,DESPRCAR QUILLABAMBA,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
215,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,04/01/2023,20/01/2023 18:00 HORAS,MADRE DE DIOS/TAMBOPATA/INAMBARI,KM 288,(SECTOR SANTA ROSA) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.932413,-70.303984,-12.932413+-70.303984,2023 18:00 HORAS+01+20+18:00,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
141,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,06/01/2023,20/01/2023 18:00 HORAS,CUSCO/LA CONVENCION/MARANURA,KM 215,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.967832687702,-72.659684089566,-12.967832687702+-72.659684089566,2023 18:00 HORAS+01+20+18:00,0,0,DESPRCAR QUILLABAMBA,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
134,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,05/01/2023,20/01/2023 18:00 HORAS,CUSCO/LA CONVENCION/HUAYOPATA,KM 195,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-12.999269918989,-72.546403533388,-12.999269918989+-72.546403533388,2023 18:00 HORAS+01+20+18:00,0,1,DESPRCAR QUILLABAMBA,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
135,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,17/01/2023,20/01/2023 18:00 HORAS,CUSCO/LA CONVENCION/HUAYOPATA,KM 189,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.004144,-72.511409,-13.004144+-72.511409,2023 18:00 HORAS+01+20+18:00,0,1,DESPRCAR QUILLABAMBA,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
138,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,05/01/2023,20/01/2023 18:00 HORAS,CUSCO/LA CONVENCION/HUAYOPATA,KM 200,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.009372213976,-72.580577687622,-13.009372213976+-72.580577687622,2023 18:00 HORAS+01+20+18:00,0,1,DESPRCAR QUILLABAMBA,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
139,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,07/01/2023,20/01/2023 18:00 HORAS,CUSCO/LA CONVENCION/HUAYOPATA,KM 185,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.020584349606,-72.493174697085,-13.020584349606+-72.493174697085,2023 18:00 HORAS+01+20+18:00,0,0,DESPRCAR QUILLABAMBA,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
136,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,17/01/2023,20/01/2023 18:00 HORAS,CUSCO/LA CONVENCION/HUAYOPATA,KM 179,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.046235,-72.453866,-13.046235+-72.453866,2023 18:00 HORAS+01+20+18:00,0,1,DESPRCAR QUILLABAMBA,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
137,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,17/01/2023,20/01/2023 18:00 HORAS,CUSCO/LA CONVENCION/HUAYOPATA,KM 170,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.073196,-72.399767,-13.073196+-72.399767,2023 18:00 HORAS+01+20+18:00,0,1,DESPRCAR QUILLABAMBA,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
217,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,20/01/2023,20/01/2023 18:00 HORAS,MADRE DE DIOS/TAMBOPATA/INAMBARI,KM 260,(SECTOR MAZUCO) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.1063789,-70.3651616,-13.1063789+-70.3651616,2023 18:00 HORAS+01+20+18:00,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
244,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,20/01/2023,20/01/2023 18:00 HORAS,PUNO/CARABAYA/AYAPATA,KM 248,(SECTOR LOROMAYO) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.1550229,-70.39724,-13.1550229+-70.39724,2023 18:00 HORAS+01+20+18:00,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
245,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,17/01/2023,20/01/2023 18:00 HORAS,PUNO/CARABAYA/AYAPATA,KM 352+800,GRUPO DE PERSONAS  PROTESTAN SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.1876565,-70.3837431,-13.1876565+-70.3837431,2023 18:00 HORAS+01+20+18:00,0,0,CEOPOL,HUMANO,PE-34B,CARRETERA INTEROCEANICA SAN GABAN,SI,interrumpido
150,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,20/01/2023,20/01/2023 18:00 HORAS,CUSCO/QUISPICANCHI/CAMANTI,KM 223+500,(SECTOR SAN LORENZO) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.2037759,-70.5399284,-13.2037759+-70.5399284,2023 18:00 HORAS+01+20+18:00,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
148,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,20/01/2023,20/01/2023 18:00 HORAS,CUSCO/QUISPICANCHI/CAMANTI,KM 190,(SECTOR QUINCEMIL) PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.243116,-70.7754213,-13.243116+-70.7754213,2023 18:00 HORAS+01+20+18:00,0,0,IIRSA SUR,HUMANO,PE-30C,CARRETERA URCOS - MAZUCO - IÑAPARI,SI,interrumpido
156,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,19/01/2023,20/01/2023 18:00 HORAS,CUSCO/URUBAMBA/MARAS,KM 44,PUENTE URUBAMBA. PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.312531099811,-72.117755850561,-13.312531099811+-72.117755850561,2023 18:00 HORAS+01+20+18:00,0,0,COE-MTC,HUMANO,PE-28F,CARRETERA POROY - CHINCHERO - URUBAMBA,SI,interrumpido
117,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,19/01/2023,20/01/2023 18:00 HORAS,CUSCO/CALCA/PISAC,KM 661,PUENTE PISAC.  PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.417233985983,-71.874352933079,-13.417233985983+-71.874352933079,2023 18:00 HORAS+01+20+18:00,0,0,COE-MTC,HUMANO,PE-28B,CARRETERA QUINUA - QUILLABAMBA - CUSCO,SI,interrumpido
114,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,19/01/2023,20/01/2023 18:00 HORAS,CUSCO/ANTA/LIMATAMBO,KM 912,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.44571924,-72.38501292,-13.44571924+-72.38501292,2023 18:00 HORAS+01+20+18:00,0,0,CONCESIONARIA SURVIAL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
110,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,20/01/2023,20/01/2023 18:00 HORAS,CUSCO/ANTA/ANTA,KM 944,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.4663134,-72.13943976,-13.4663134+-72.13943976,2023 18:00 HORAS+01+20+18:00,0,0,CONCESIONARIA SURVIAL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
112,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,20/01/2023,20/01/2023 18:00 HORAS,CUSCO/ANTA/ANTA,KM 935,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.49787916,-72.20502996,-13.49787916+-72.20502996,2023 18:00 HORAS+01+20+18:00,0,0,UD. CUSCO,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
55,SI,VIGENTE,TRÁNSITO INTERRUMPIDO,10/01/2023,20/01/2023 18:00 HORAS,APURIMAC/CHINCHERO/CHINCHERO,KM 543,PARO INDEFINIDO SOLICITANDO NUEVAS ELECCIONES PRESIDENCIALES Y DISOLUCION DEL CONGRESO,-13.51668418,-73.7268014,-13.51668418+-73.7268014,2023 18:00 HORAS+01+20+18:00,0,0,CEOPOL,HUMANO,PE-3S,LONGITUDINAL DE LA SIERRA SUR,SI,interrumpido
